cluster_id,character,malePercent,femalePercent,nonbinaryPercent,significant,pValue,size,x_nose,y_nose,x_neck,y_neck,x_lshoulder,y_lshoulder,x_rshoulder,y_rshoulder,x_lelbow,y_lelbow,x_relbow,y_relbow,x_lwrist,y_lwrist,x_rwrist,y_rwrist,x_midhip,y_midhip,x_lhip,y_lhip,x_rhip,y_rhip,x_lknee,y_lknee,x_rknee,y_rknee,x_lankle,y_lankle,x_rankle,y_rankle,x_bigtoe,y_bigtoe,x_rbigtoe,y_rbigtoe
1,masculine,86.7,6.7,6.7,1,5.511419286220916e-09,45,0.126959,-0.365051,0.123470,-0.310642,0.189477,-0.305902,0.056846,-0.315783,0.213648,-0.202833,0.020915,-0.223268,0.162493,-0.149080,0.074821,-0.177428,0.114102,-0.158330,0.153183,-0.155565,0.075106,-0.161687,0.221147,-0.129390,0.006839,-0.176117,0.144982,-0.051469,0.045103,-0.054058,0.148766,-0.010106,0.027372,-0.012816
2,masculine,88.9,8.3,2.8,1,2.3193123965785794e-07,36,0.099549,-0.364850,0.104125,-0.307661,0.169108,-0.313041,0.039615,-0.300885,0.214021,-0.223916,0.013248,-0.197199,0.183652,-0.170870,0.052520,-0.131956,0.114592,-0.168044,0.153102,-0.171624,0.074958,-0.164221,0.225017,-0.152557,0.012978,-0.102783,0.178301,-0.049344,0.076327,-0.054869,0.191258,-0.007491,0.071056,-0.012230
3,masculine,76.7,10.0,13.3,1,5.263094277474756e-06,30,0.127506,-0.326350,0.133017,-0.277663,0.190172,-0.278584,0.073463,-0.277603,0.239655,-0.208528,0.010587,-0.223759,0.173289,-0.187349,0.064903,-0.214505,0.133656,-0.112311,0.172585,-0.112607,0.094588,-0.114515,0.228836,-0.176616,0.030699,-0.191503,0.194020,-0.039770,0.045024,-0.044859,0.199444,-0.004581,0.023985,-0.008840
4,masculine,84.7,11.4,3.9,1,3.878192055645454e-68,437,0.058888,-0.393042,0.061560,-0.340778,0.103640,-0.341033,0.019853,-0.340913,0.119728,-0.274300,0.004094,-0.274173,0.112993,-0.216532,0.006545,-0.216338,0.060284,-0.210339,0.087010,-0.210106,0.033655,-0.210398,0.092228,-0.117437,0.030305,-0.117450,0.097543,-0.029707,0.027540,-0.029946,0.104863,-0.002848,0.014880,-0.003739
5,masculine,83.3,13.2,3.6,1,6.552208273279327e-41,281,0.055119,-0.382799,0.059930,-0.335421,0.098830,-0.335633,0.021024,-0.335697,0.118756,-0.277048,0.004163,-0.278666,0.094607,-0.238616,0.018547,-0.242414,0.058187,-0.211059,0.082922,-0.210735,0.033193,-0.211492,0.087839,-0.118734,0.029553,-0.119567,0.093141,-0.029235,0.026536,-0.031559,0.095744,-0.003002,0.012148,-0.006835
6,neutral,85.7,14.3,0.0,0,,7,0.092876,-0.240214,0.087966,-0.183312,0.139130,-0.191560,0.040772,-0.171968,0.206647,-0.163725,0.011821,-0.103957,0.234881,-0.137895,0.022273,-0.069409,0.139766,-0.059998,0.167112,-0.076621,0.115150,-0.046992,0.251622,-0.138173,0.157067,-0.055559,0.340268,-0.044850,0.251594,-0.021468,0.384480,-0.034352,0.298147,-0.016583
7,masculine,79.8,14.6,5.6,1,5.701631506698622e-12,89,0.071429,-0.363391,0.069548,-0.317785,0.114890,-0.318497,0.023069,-0.317059,0.136072,-0.248606,0.009452,-0.243706,0.113340,-0.217058,0.045710,-0.216158,0.070589,-0.207121,0.099459,-0.207739,0.041273,-0.206229,0.152758,-0.172940,0.015193,-0.166196,0.150254,-0.050362,0.020799,-0.041241,0.168196,-0.016313,0.016230,-0.003963
8,masculine,80.1,15.6,4.3,1,1.1169516205193668e-26,211,0.070752,-0.380976,0.069751,-0.331682,0.111191,-0.331920,0.028681,-0.332026,0.130905,-0.271543,0.008317,-0.271953,0.120539,-0.223252,0.019828,-0.225133,0.069581,-0.206821,0.096232,-0.206864,0.043349,-0.206934,0.107564,-0.117773,0.032209,-0.118095,0.118447,-0.030670,0.023074,-0.031390,0.128066,-0.003616,0.010154,-0.004831
9,masculine,78.9,18.1,3.0,1,2.942175911009411e-27,237,0.070414,-0.386234,0.069715,-0.335219,0.113688,-0.336005,0.026350,-0.335102,0.134194,-0.272569,0.004402,-0.270742,0.130666,-0.216191,0.007363,-0.214082,0.070598,-0.205017,0.097904,-0.205315,0.043187,-0.204684,0.103340,-0.113861,0.045386,-0.113916,0.107390,-0.028339,0.047496,-0.029104,0.115564,-0.003322,0.041834,-0.003809
10,neutral,76.2,19.0,4.8,0,,21,0.138135,-0.348419,0.100849,-0.308817,0.146266,-0.304772,0.055343,-0.315045,0.181967,-0.231009,0.059539,-0.214423,0.197168,-0.209091,0.131052,-0.183969,0.040214,-0.175340,0.074958,-0.178374,0.005208,-0.174592,0.183918,-0.169405,0.085806,-0.153484,0.113124,-0.053249,0.029467,-0.045463,0.153325,-0.016297,0.061974,-0.005346
11,neutral,71.1,21.1,7.9,0,0.0005068659788994988,38,0.130897,-0.328889,0.133465,-0.279997,0.193780,-0.281220,0.072470,-0.279169,0.246674,-0.196267,0.024555,-0.197871,0.200635,-0.147079,0.069355,-0.159531,0.134906,-0.141793,0.173277,-0.141761,0.096020,-0.141928,0.254028,-0.147019,0.013913,-0.149803,0.199088,-0.043578,0.076228,-0.044918,0.219031,-0.006873,0.053776,-0.008634
12,masculine,71.0,22.6,6.5,1,5.8867804581310366e-08,93,0.095883,-0.355930,0.096381,-0.307314,0.148593,-0.307779,0.044825,-0.306499,0.173854,-0.233645,0.023172,-0.230593,0.135818,-0.202848,0.060406,-0.202007,0.097465,-0.185685,0.129362,-0.185791,0.064857,-0.185680,0.180635,-0.178273,0.014697,-0.176148,0.165486,-0.043758,0.028324,-0.044647,0.178342,-0.006592,0.014790,-0.007443
13,neutral,72.7,22.7,4.5,0,,22,0.044631,-0.328045,0.048197,-0.291204,0.076907,-0.297255,0.019346,-0.284583,0.113443,-0.268101,0.014688,-0.235255,0.122473,-0.250839,0.032817,-0.212927,0.071133,-0.194502,0.090594,-0.201753,0.051218,-0.185916,0.135909,-0.195731,0.067639,-0.118424,0.172379,-0.152752,0.082543,-0.030611,0.198533,-0.144127,0.088614,0.000000
14,masculine,73.8,23.0,3.2,1,4.461132359067176e-11,126,0.043016,-0.371562,0.044364,-0.329064,0.078378,-0.330357,0.010233,-0.328113,0.086029,-0.279513,0.009243,-0.274900,0.037376,-0.285147,0.058696,-0.284958,0.046405,-0.209811,0.069717,-0.210287,0.023209,-0.209286,0.077922,-0.118626,0.021513,-0.117519,0.083871,-0.030641,0.020658,-0.031322,0.096226,-0.005028,0.016861,-0.006090
15,masculine,71.1,23.5,5.4,1,9.990541217203943e-12,149,0.072417,-0.363100,0.069999,-0.321936,0.109717,-0.322019,0.030308,-0.322516,0.133618,-0.267382,0.003939,-0.269320,0.111519,-0.276105,0.029633,-0.268335,0.069897,-0.201017,0.095351,-0.201012,0.044645,-0.200798,0.104457,-0.113817,0.038582,-0.113133,0.109125,-0.031682,0.035163,-0.029629,0.121655,-0.005932,0.027210,-0.003711
16,neutral,71.9,25.0,3.1,0,0.005019582752150442,32,0.116807,-0.326191,0.117541,-0.293824,0.150039,-0.291062,0.085217,-0.295677,0.164790,-0.243735,0.058568,-0.251052,0.150570,-0.233887,0.063788,-0.231268,0.105095,-0.191968,0.126836,-0.187602,0.083656,-0.196548,0.127278,-0.128750,0.039579,-0.180319,0.112264,-0.027670,0.031479,-0.130414,0.111528,0.000000,0.006177,-0.113842
17,masculine,70.0,25.4,4.6,1,2.9847145768400603e-09,130,0.065895,-0.372168,0.067765,-0.327184,0.106324,-0.327035,0.029265,-0.327814,0.124639,-0.265201,0.003673,-0.272313,0.122271,-0.212417,0.025029,-0.290102,0.069095,-0.203022,0.094413,-0.203328,0.044077,-0.202604,0.101846,-0.116388,0.043246,-0.114879,0.109130,-0.033032,0.043895,-0.031369,0.117949,-0.006237,0.035831,-0.004855
18,neutral,70.4,25.9,3.7,0,0.0002997182087032553,54,0.123102,-0.332560,0.124560,-0.288503,0.172283,-0.288948,0.075646,-0.287871,0.195913,-0.214769,0.048696,-0.216155,0.152940,-0.186909,0.079382,-0.186727,0.123234,-0.170003,0.154604,-0.170613,0.091772,-0.170470,0.207455,-0.165802,0.029892,-0.161487,0.207189,-0.039077,0.030281,-0.035336,0.223206,-0.008471,0.001236,-0.005500
19,neutral,66.7,26.7,6.7,0,0.002445034402869166,45,0.096633,-0.359741,0.110290,-0.304311,0.167634,-0.309209,0.052571,-0.299591,0.195524,-0.219259,0.024725,-0.208166,0.127540,-0.202823,0.056649,-0.174953,0.127751,-0.157553,0.162214,-0.160262,0.089690,-0.155414,0.194165,-0.172177,0.003678,-0.135363,0.181445,-0.045918,0.102105,-0.070078,0.174899,-0.001279,0.091208,-0.026655
20,neutral,64.0,28.0,8.0,0,0.0442277466033997,25,0.263647,-0.267168,0.234272,-0.238009,0.260711,-0.213332,0.207452,-0.264284,0.233311,-0.158356,0.155601,-0.241886,0.210199,-0.146114,0.154184,-0.214693,0.157576,-0.156134,0.174520,-0.141265,0.140418,-0.172540,0.124161,-0.079758,0.080261,-0.121752,0.067844,-0.020674,0.025422,-0.057129,0.050276,-0.000006,0.000681,-0.045823
21,masculine,66.7,28.0,5.3,1,1.5943020458205335e-17,321,0.049720,-0.394948,0.051843,-0.343430,0.090100,-0.343826,0.013834,-0.343174,0.104133,-0.278550,0.002552,-0.277220,0.098262,-0.222510,0.005583,-0.220701,0.051055,-0.216324,0.075682,-0.216156,0.026323,-0.216395,0.077512,-0.121453,0.024730,-0.121188,0.079129,-0.031011,0.022772,-0.030373,0.083549,-0.004409,0.013977,-0.003862
22,neutral,65.0,30.0,5.0,0,,20,0.113813,-0.315438,0.131355,-0.278617,0.188391,-0.286953,0.076465,-0.269755,0.230818,-0.210067,0.031860,-0.187419,0.198785,-0.176102,0.009106,-0.135533,0.160635,-0.151107,0.198333,-0.153525,0.124075,-0.148832,0.194581,-0.153003,0.051624,-0.139436,0.195272,-0.041548,0.129535,-0.059960,0.183827,-0.005798,0.117695,-0.023995
23,neutral,70.0,30.0,0.0,0,,10,0.082231,-0.318944,0.070643,-0.265157,0.118666,-0.266518,0.021057,-0.266318,0.173023,-0.202633,0.032390,-0.188312,0.199059,-0.175987,0.093851,-0.161645,0.073956,-0.112533,0.108520,-0.120731,0.041670,-0.105844,0.209059,-0.167982,0.075876,-0.129788,0.263541,-0.037873,0.178400,-0.034073,0.319687,-0.014087,0.228055,-0.027254
24,masculine,66.0,30.6,3.5,1,3.0551050429768895e-07,144,0.072127,-0.382445,0.058532,-0.336605,0.093415,-0.336649,0.023972,-0.336776,0.106422,-0.278765,0.003502,-0.273530,0.109194,-0.234380,0.037561,-0.234806,0.061747,-0.211249,0.084406,-0.211912,0.039444,-0.210887,0.082240,-0.121824,0.035798,-0.118932,0.075997,-0.036745,0.023705,-0.027640,0.104762,-0.014928,0.040110,-0.001224
25,neutral,65.7,31.4,2.9,0,0.029558719765642852,35,0.029708,-0.326723,0.046951,-0.286125,0.081276,-0.300495,0.012388,-0.272029,0.120788,-0.252315,0.018678,-0.212088,0.132400,-0.218632,0.046691,-0.186839,0.104360,-0.178973,0.125437,-0.190582,0.082510,-0.168923,0.186430,-0.128215,0.140746,-0.109367,0.214904,-0.042236,0.183738,-0.029675,0.234864,-0.018322,0.203040,-0.005078
26,neutral,61.1,31.5,7.4,0,0.007097603032441202,54,0.061165,-0.353030,0.073372,-0.314935,0.108819,-0.315536,0.038014,-0.314131,0.123327,-0.253122,0.021360,-0.262515,0.096310,-0.214705,0.031863,-0.239244,0.079286,-0.215993,0.102518,-0.213492,0.055290,-0.218546,0.111190,-0.142242,0.013368,-0.201142,0.111394,-0.033990,0.039427,-0.114461,0.106012,0.000000,0.025296,-0.084051
27,neutral,63.2,31.6,5.3,0,,19,0.174858,-0.262630,0.180892,-0.227098,0.219015,-0.225838,0.142762,-0.227199,0.235548,-0.169033,0.113463,-0.184081,0.230315,-0.142673,0.104191,-0.157728,0.175962,-0.124511,0.202982,-0.124120,0.150110,-0.126890,0.249580,-0.089956,0.088348,-0.101924,0.262693,-0.026333,0.036214,-0.027366,0.278891,-0.012350,0.003137,-0.016549
28,neutral,63.2,32.9,3.9,0,0.0021347747018621807,76,0.103139,-0.337512,0.108448,-0.299216,0.143347,-0.299115,0.073546,-0.299758,0.160883,-0.246388,0.035205,-0.267393,0.148582,-0.217093,0.003089,-0.267876,0.110409,-0.187255,0.133469,-0.186814,0.087557,-0.187208,0.143890,-0.107476,0.083335,-0.109375,0.154813,-0.029267,0.093101,-0.032454,0.156057,-0.003340,0.080728,-0.008831
29,neutral,55.6,33.3,11.1,0,,9,0.131357,-0.254422,0.130706,-0.227223,0.163803,-0.231283,0.095308,-0.223224,0.203792,-0.201386,0.045422,-0.202187,0.223419,-0.204433,0.000000,-0.189039,0.150953,-0.135277,0.170671,-0.139935,0.127644,-0.133473,0.223781,-0.096189,0.148000,-0.124965,0.243917,-0.028710,0.177875,-0.058818,0.269492,-0.010794,0.193099,-0.040038
30,neutral,59.0,35.9,5.1,0,0.1164545183045848,39,0.118488,-0.307619,0.121094,-0.271799,0.155495,-0.269218,0.086844,-0.273709,0.188122,-0.228881,0.046952,-0.259986,0.198455,-0.219864,0.036740,-0.286439,0.117875,-0.161651,0.142687,-0.160884,0.093773,-0.162373,0.183048,-0.100616,0.046504,-0.109275,0.202803,-0.040212,0.039917,-0.030616,0.217464,-0.013504,0.018664,-0.007806
31,neutral,58.0,36.0,6.0,0,0.06475202510786936,50,0.060592,-0.356284,0.055369,-0.312329,0.093410,-0.315125,0.017580,-0.309961,0.116825,-0.263540,0.008481,-0.244875,0.104381,-0.242661,0.036470,-0.204223,0.061142,-0.210885,0.085786,-0.214954,0.036075,-0.207318,0.138296,-0.217137,0.026866,-0.147547,0.114043,-0.120948,0.037061,-0.035056,0.131579,-0.091940,0.042650,0.000000
32,neutral,61.1,36.1,2.8,0,0.010641918189665684,72,0.091873,-0.384677,0.092651,-0.329525,0.149581,-0.327671,0.034104,-0.330674,0.164217,-0.235398,0.015615,-0.238104,0.127544,-0.185000,0.053124,-0.187757,0.086294,-0.192098,0.122035,-0.190846,0.049580,-0.193650,0.157368,-0.147529,0.012888,-0.157221,0.119588,-0.051404,0.039048,-0.050140,0.118710,-0.008514,0.033706,-0.007199
33,neutral,54.5,36.4,9.1,0,,22,0.093010,-0.338245,0.095468,-0.299938,0.129949,-0.297670,0.060680,-0.301060,0.161035,-0.259913,0.029221,-0.261204,0.163216,-0.262575,0.017315,-0.266361,0.084754,-0.197065,0.106799,-0.192198,0.063598,-0.200800,0.095618,-0.111594,0.021832,-0.164041,0.086103,-0.028306,0.065259,-0.122051,0.075871,0.000000,0.058943,-0.095060
34,neutral,58.2,37.5,4.3,0,6.73667548294333e-05,208,0.064391,-0.378198,0.062460,-0.332297,0.102506,-0.333126,0.021860,-0.331812,0.123602,-0.271510,0.006719,-0.266264,0.101244,-0.301537,0.007791,-0.210448,0.061808,-0.206152,0.086896,-0.205812,0.036665,-0.206264,0.087658,-0.115734,0.032550,-0.117529,0.088408,-0.033341,0.032952,-0.036879,0.091615,-0.005010,0.025457,-0.009230
35,neutral,59.4,37.5,3.1,0,0.1934582542075586,32,0.070448,-0.355893,0.049677,-0.309044,0.091341,-0.309667,0.008127,-0.308335,0.115204,-0.240346,0.020430,-0.224380,0.128915,-0.212771,0.091390,-0.207644,0.043322,-0.184023,0.073670,-0.189410,0.012741,-0.179529,0.163282,-0.179401,0.078114,-0.167875,0.183819,-0.050004,0.094847,-0.034143,0.226118,-0.024094,0.131842,-0.007542
36,neutral,54.9,38.0,7.0,0,0.03809920092600445,71,0.092807,-0.357763,0.091397,-0.314366,0.128508,-0.314076,0.054832,-0.315015,0.146939,-0.256479,0.033670,-0.260542,0.136704,-0.222693,0.038599,-0.227806,0.089270,-0.202404,0.115640,-0.202388,0.064357,-0.202469,0.138049,-0.120513,0.036924,-0.120856,0.155921,-0.030596,0.022735,-0.030876,0.166004,-0.005491,0.009316,-0.006031
37,neutral,57.0,38.3,4.7,0,0.005446243763301261,128,0.073241,-0.372774,0.074082,-0.325889,0.115876,-0.327076,0.032748,-0.325052,0.136052,-0.266314,0.007045,-0.267644,0.131876,-0.214160,0.012721,-0.219190,0.077956,-0.202126,0.104669,-0.203171,0.052315,-0.201063,0.121618,-0.116013,0.057012,-0.113324,0.136478,-0.030802,0.068844,-0.032365,0.151328,-0.003710,0.068869,-0.005656
38,neutral,56.6,39.0,4.4,0,9.111857540284717e-05,249,0.056371,-0.383561,0.057916,-0.335496,0.099185,-0.338692,0.017682,-0.332845,0.120709,-0.278589,0.001900,-0.267591,0.120262,-0.227901,0.012472,-0.214828,0.067952,-0.209034,0.093401,-0.210835,0.042542,-0.207238,0.101350,-0.119511,0.051824,-0.115498,0.099914,-0.034753,0.062972,-0.028402,0.107099,-0.007123,0.067352,-0.002806
39,neutral,56.6,39.2,4.2,0,0.0009739010408452605,189,0.053360,-0.382476,0.055730,-0.333231,0.095506,-0.336868,0.015694,-0.330137,0.116314,-0.274482,0.002312,-0.262643,0.116016,-0.221667,0.012709,-0.208689,0.066442,-0.207656,0.092134,-0.210161,0.040535,-0.205231,0.115248,-0.121375,0.048152,-0.114173,0.131534,-0.032153,0.056965,-0.028990,0.154316,-0.006902,0.059066,-0.003140
40,neutral,60.6,39.4,0.0,0,0.09891528436981069,33,0.078837,-0.357876,0.109194,-0.314018,0.153863,-0.311346,0.064195,-0.314988,0.144373,-0.210361,0.035377,-0.239152,0.065392,-0.180761,0.026257,-0.223393,0.149520,-0.185670,0.183337,-0.182414,0.115245,-0.188739,0.125414,-0.158776,0.018817,-0.184103,0.153462,-0.043237,0.055853,-0.060096,0.124383,-0.003710,0.020543,-0.022963
41,neutral,53.3,40.0,6.7,0,,15,0.151904,-0.258278,0.143641,-0.229122,0.183709,-0.225563,0.102201,-0.235197,0.234566,-0.242398,0.053959,-0.266657,0.279900,-0.269906,0.012919,-0.306952,0.128232,-0.106595,0.154140,-0.106014,0.101285,-0.110584,0.211069,-0.092531,0.084581,-0.086651,0.167961,-0.031726,0.072633,-0.033938,0.180090,-0.006037,0.062751,-0.005706
42,masculine,58.0,40.1,1.9,1,1.0614330589579488e-07,362,0.072633,-0.388211,0.070184,-0.339517,0.110704,-0.337186,0.030119,-0.342054,0.123881,-0.272124,0.010223,-0.278862,0.119234,-0.215718,0.010366,-0.223488,0.062623,-0.213554,0.088311,-0.211790,0.036948,-0.215154,0.081455,-0.119140,0.025460,-0.121722,0.072914,-0.032330,0.018072,-0.032646,0.073147,-0.004779,0.006824,-0.004720
43,neutral,55.6,40.7,3.7,0,0.44563494008728766,27,0.064596,-0.363107,0.068036,-0.315929,0.106042,-0.315562,0.027724,-0.316360,0.116013,-0.247844,0.013264,-0.256783,0.093897,-0.209790,0.031283,-0.241446,0.066250,-0.205324,0.091216,-0.204363,0.040912,-0.206423,0.079416,-0.144760,0.015425,-0.188442,0.069374,-0.032856,0.114525,-0.146683,0.049829,0.000000,0.140533,-0.118088
44,neutral,54.0,42.0,4.0,0,0.3150182896488794,50,0.025467,-0.357531,0.038169,-0.314392,0.073908,-0.326820,0.003178,-0.302304,0.106970,-0.272832,0.011687,-0.235527,0.099512,-0.264000,0.032228,-0.200454,0.081492,-0.198547,0.104611,-0.206906,0.058407,-0.190885,0.143936,-0.127824,0.081870,-0.108440,0.173878,-0.049080,0.112075,-0.026803,0.192478,-0.025599,0.120064,-0.001781
45,neutral,53.2,42.3,4.5,0,0.009891832855653739,220,0.059304,-0.371636,0.061005,-0.328563,0.098067,-0.328216,0.023999,-0.329060,0.114873,-0.269779,0.006048,-0.271317,0.087637,-0.278150,0.026118,-0.282769,0.057516,-0.207879,0.081698,-0.207177,0.033884,-0.208565,0.081004,-0.115872,0.028846,-0.117385,0.080160,-0.030305,0.027743,-0.031741,0.079623,-0.004131,0.017718,-0.005598
46,neutral,51.4,42.9,5.7,0,0.505635864020709,35,0.202028,-0.314613,0.186838,-0.277042,0.218785,-0.261335,0.155653,-0.292842,0.207512,-0.202771,0.115710,-0.252211,0.187138,-0.189829,0.109156,-0.229453,0.132520,-0.181278,0.152069,-0.169971,0.112564,-0.192047,0.112567,-0.102976,0.063297,-0.128648,0.082028,-0.028143,0.025946,-0.055398,0.069604,-0.000788,0.000384,-0.036574
47,neutral,47.0,43.0,10.0,0,0.0045620050819991384,100,0.116317,-0.302139,0.116875,-0.269748,0.149302,-0.269905,0.084238,-0.270255,0.193164,-0.268622,0.041067,-0.270589,0.230444,-0.283534,0.000000,-0.286844,0.116727,-0.167164,0.136960,-0.167106,0.096702,-0.167291,0.137511,-0.094022,0.094871,-0.093520,0.136356,-0.026971,0.096188,-0.023956,0.137534,-0.005656,0.092176,-0.002999
48,neutral,46.7,43.3,10.0,0,0.20359552120005503,30,0.152015,-0.321804,0.157587,-0.279734,0.193209,-0.275829,0.122675,-0.283768,0.192321,-0.206658,0.099461,-0.228813,0.153653,-0.172534,0.102012,-0.197794,0.147467,-0.176025,0.172385,-0.171014,0.121455,-0.181700,0.164802,-0.125465,0.058969,-0.168918,0.165618,-0.035346,0.034938,-0.075825,0.155321,-0.003675,0.000639,-0.053466
49,neutral,52.1,43.8,4.2,0,0.4702456877319695,48,0.080030,-0.351027,0.077105,-0.307517,0.117389,-0.308633,0.035950,-0.305698,0.137880,-0.246823,0.008717,-0.245877,0.139840,-0.205412,0.020629,-0.211945,0.084724,-0.197964,0.110471,-0.200410,0.057002,-0.195127,0.167973,-0.162793,0.074551,-0.139628,0.161866,-0.054208,0.087658,-0.030846,0.187249,-0.024136,0.106025,-0.001607
50,neutral,37.5,43.8,18.8,0,,16,0.177860,-0.253731,0.172985,-0.211117,0.221763,-0.209688,0.124269,-0.211388,0.275011,-0.169962,0.058447,-0.171160,0.319678,-0.159198,0.000000,-0.164266,0.172172,-0.097096,0.203031,-0.097912,0.140593,-0.098289,0.249686,-0.104998,0.116593,-0.113543,0.192700,-0.031013,0.165591,-0.025712,0.189150,-0.007811,0.177716,-0.004078
51,neutral,50.0,43.9,6.1,0,0.18453882166750868,98,0.070149,-0.357039,0.068691,-0.314747,0.106501,-0.318306,0.030924,-0.311445,0.136008,-0.269697,0.004693,-0.258792,0.123353,-0.276404,0.027362,-0.244460,0.081069,-0.196709,0.104780,-0.198970,0.057614,-0.194394,0.124264,-0.115594,0.065104,-0.109060,0.132219,-0.034142,0.075315,-0.028602,0.150581,-0.008839,0.080750,-0.003293
52,neutral,55.9,44.1,0.0,0,0.2205747559714228,34,0.154245,-0.297862,0.151152,-0.254044,0.195075,-0.255877,0.107741,-0.253429,0.220960,-0.203893,0.087555,-0.190745,0.202083,-0.189346,0.100235,-0.160193,0.145539,-0.145928,0.174917,-0.147733,0.116047,-0.145159,0.230668,-0.152826,0.052431,-0.126489,0.233732,-0.043154,0.031684,-0.034860,0.258021,-0.018166,0.000000,-0.007223
53,neutral,55.6,44.4,0.0,0,,9,0.074821,-0.321353,0.094525,-0.290442,0.076283,-0.287470,0.113185,-0.291761,0.039648,-0.272774,0.134549,-0.271092,0.009568,-0.286307,0.149061,-0.272846,0.104331,-0.181496,0.088845,-0.180034,0.116356,-0.182044,0.085772,-0.094994,0.132451,-0.108208,0.086418,-0.014290,0.149184,-0.029757,0.073156,-0.003883,0.145595,-0.012678
54,neutral,47.4,44.7,7.9,0,0.3752331600836749,38,0.135340,-0.311953,0.130036,-0.282500,0.164871,-0.276379,0.095964,-0.289749,0.204306,-0.243450,0.049785,-0.275990,0.232349,-0.229162,0.017149,-0.276020,0.107244,-0.183948,0.129808,-0.178556,0.084823,-0.189478,0.123903,-0.108328,0.046198,-0.124741,0.107235,-0.026310,0.029935,-0.055879,0.107356,-0.002363,0.015884,-0.030621
55,neutral,46.8,45.2,8.1,0,0.0074314902596461785,186,0.055562,-0.370859,0.056792,-0.327313,0.093618,-0.329928,0.019801,-0.325099,0.114957,-0.275518,0.002010,-0.268726,0.095996,-0.252122,0.026802,-0.251189,0.064456,-0.208516,0.088670,-0.210282,0.040531,-0.206931,0.102811,-0.120759,0.047228,-0.118043,0.114764,-0.033377,0.054862,-0.033886,0.128501,-0.005276,0.053812,-0.007293
56,neutral,52.5,45.3,2.2,0,0.0755368647645781,139,0.059810,-0.370567,0.059266,-0.328563,0.095101,-0.326984,0.023381,-0.330533,0.108696,-0.269885,0.008009,-0.273349,0.093605,-0.237968,0.022644,-0.241815,0.055072,-0.215785,0.077404,-0.213634,0.032492,-0.217460,0.067713,-0.123159,0.028490,-0.148009,0.058389,-0.029823,0.038553,-0.128267,0.054085,0.000000,0.034537,-0.099716
57,neutral,54.5,45.5,0.0,0,0.180570822561502,44,0.088978,-0.370097,0.104541,-0.320758,0.141464,-0.319603,0.066887,-0.321868,0.139577,-0.243921,0.048583,-0.257727,0.091563,-0.218033,0.042491,-0.235385,0.101184,-0.206155,0.125945,-0.201510,0.075264,-0.210082,0.073173,-0.155288,0.016034,-0.181656,0.061070,-0.032205,0.041589,-0.072284,0.028355,-0.000796,0.018057,-0.039338
58,neutral,49.2,45.9,4.9,0,0.5859584847536194,61,0.097527,-0.362180,0.100274,-0.316229,0.146928,-0.317720,0.053910,-0.315488,0.177284,-0.253572,0.024062,-0.251797,0.193086,-0.200690,0.004378,-0.199699,0.101095,-0.191898,0.130800,-0.192027,0.071941,-0.191472,0.136338,-0.115013,0.060347,-0.113696,0.131123,-0.037920,0.070795,-0.036421,0.128201,-0.006243,0.068133,-0.005783
59,neutral,53.3,46.7,0.0,0,,15,0.051485,-0.296291,0.056143,-0.259359,0.090681,-0.274123,0.020476,-0.243782,0.129122,-0.228282,0.017322,-0.180572,0.141233,-0.201570,0.043833,-0.151080,0.107566,-0.164314,0.128143,-0.177206,0.085618,-0.151538,0.199547,-0.183023,0.142218,-0.115734,0.256294,-0.098451,0.190656,-0.024384,0.294891,-0.084464,0.226996,-0.001903
60,neutral,48.1,48.1,3.7,0,0.7004558068553681,81,0.086461,-0.345432,0.089008,-0.304494,0.125208,-0.304118,0.053076,-0.305055,0.156784,-0.264789,0.020808,-0.266810,0.177236,-0.278014,0.004235,-0.283597,0.086372,-0.191393,0.110269,-0.190533,0.062996,-0.191857,0.110738,-0.109420,0.058905,-0.108915,0.108734,-0.031449,0.062523,-0.029957,0.112093,-0.006080,0.055852,-0.005373
61,neutral,29.6,48.1,22.2,0,8.360783351790557e-06,27,0.102370,-0.295785,0.100352,-0.263898,0.133629,-0.263982,0.067044,-0.264491,0.175759,-0.283881,0.028308,-0.281566,0.199203,-0.314567,0.009885,-0.311399,0.098303,-0.155321,0.120747,-0.155534,0.075638,-0.155391,0.158574,-0.100476,0.052457,-0.097148,0.169461,-0.034611,0.043912,-0.029136,0.185495,-0.009994,0.032504,-0.004601
62,neutral,47.6,48.5,4.0,0,0.45758270499237264,227,0.089922,-0.376858,0.092021,-0.329023,0.129819,-0.326818,0.053783,-0.331867,0.145045,-0.264192,0.034718,-0.271235,0.137410,-0.212203,0.032328,-0.219948,0.083856,-0.207708,0.108266,-0.205997,0.058970,-0.209291,0.104536,-0.117538,0.039801,-0.121308,0.098460,-0.031894,0.023340,-0.031964,0.092997,-0.005759,0.003048,-0.005547
63,neutral,49.0,49.0,1.9,0,0.12014301858220539,208,0.075731,-0.372015,0.075189,-0.328948,0.113103,-0.327397,0.036536,-0.330631,0.135139,-0.275198,0.013277,-0.277478,0.121616,-0.245180,0.026222,-0.244305,0.070029,-0.209375,0.094844,-0.208247,0.045345,-0.210403,0.090018,-0.119074,0.031475,-0.120167,0.082341,-0.035175,0.019622,-0.030706,0.082156,-0.007680,0.006250,-0.003368
